entity_id,name,tier,county,website,email,phone,notes
sd-blueprint-intergovernmental-agency,Blueprint Intergovernmental Agency,special_district,Leon,https://www.blueprintia.org,artie.white@tlcplace.org,(850) 219-1060,purpose=Capital Improvements; independent; lga=City of Tallahassee and Leon County
sd-bluewaters-community-development-district,Bluewaters Community Development District,special_district,Miami-Dade,https://www.bluewaterscdd.org,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=Miami-Dade County
sd-bobcat-trail-community-development-district,Bobcat Trail Community Development District,special_district,Sarasota,https://Bobcatcdd.com,djackson@flgovlaw.com,(941) 306-4730,purpose=Community Development; independent; lga=City of North Port
sd-boca-grande-fire-control-district,Boca Grande Fire Control District,special_district,"Charlotte, Lee",https://www.bocagrandefire.com,bocafire302@comcast.net,(941) 964-2908,purpose=Fire Control and Rescue; independent; lga=Multi
sd-boca-raton-airport-authority,Boca Raton Airport Authority,special_district,Palm Beach,https://www.bocaairport.com,clara@bocaairport.com,(561) 391-2202,purpose=Airports / Air Navigation Facilities; independent; lga=City of Boca Raton
sd-boca-raton-community-redevelopment-agency,Boca Raton Community Redevelopment Agency,special_district,Palm Beach,https://myboca.us/cra,rriley@myboca.us,(561) 367-7070,purpose=Community Redevelopment; dependent; lga=City of Boca Raton
sd-boca-raton-housing-authority,Boca Raton Housing Authority,special_district,Palm Beach,https://www.bocahousing.org,brha@bocahousing.org,(561) 206-6200,purpose=Housing Authority; dependent; lga=City of Boca Raton
sd-boggy-branch-community-development-district,Boggy Branch Community Development District,special_district,Duval,https://boggybranchcdd.net,carvalhov@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=City of Jacksonville
sd-boggy-creek-improvement-district,Boggy Creek Improvement District,special_district,Orange,https://www.boggycreekid.org,lanea@pfm.com,(407) 723-5900,purpose=Community Development; independent; lga=City of Orlando
sd-bolles-drainage-district,Bolles Drainage District,special_district,Hendry,https://floridawatercontroldistricts.org/Bolles.htm,dbr_districts@yahoo.com,(863) 228-0400,purpose=Drainage and/or Water Control; independent; lga=Hendry County
sd-bonaventure-development-district,Bonaventure Development District,special_district,Broward,https://www.bonaventurefl.org,pbates@westonfl.org,(954) 385-2000,purpose=Infrastructure Development; dependent; lga=City of Weston
sd-bonita-landing-community-development-district,Bonita Landing Community Development District,special_district,Lee,https://bonitalandingcdd.net,gshir@shirlawgroup.com,(561) 999-5999,purpose=Community Development; independent; lga=City of Bonita Springs
sd-bonita-springs-fire-control-and-rescue-district,Bonita Springs Fire Control and Rescue District,special_district,Lee,https://www.Bonitafire.org,dewitt@bonitafire.org,(239) 949-6200,purpose=Fire Control and Rescue; independent; lga=Lee County and City of Bonita Springs
sd-bonita-village-community-development-district,Bonita Village Community Development District,special_district,Lee,https://www.bonitavillagecdd.com,wcapko@llw-law.com,(561) 640-0820,purpose=Community Development; independent; lga=City of Bonita Springs
sd-bonnet-creek-resort-community-development-district,Bonnet Creek Resort Community Development District,special_district,Orange,https://www.bonnetcreekresortcdd.com,gflint@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=Orange County
sd-bonterra-community-development-district,Bonterra Community Development District,special_district,Miami-Dade,https://www.bonterracdd.com,mpawelczyk@billingcochran.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Hialeah
sd-botaniko-community-development-district,Botaniko Community Development District,special_district,Broward,https://BotanikoCDD.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Weston
sd-boyette-park-community-development-district,Boyette Park Community Development District,special_district,Hillsborough,https://www.boyetteparkcdd.net,lindsay.whelan@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Hillsborough County
sd-boyette-springs-special-dependent-district,Boyette Springs Special Dependent District,special_district,Hillsborough,https://www.boyettespringssdd.com,ekirk002@tampabay.rr.com,(813) 671-0371,purpose=Neighborhood Enhancement; dependent; lga=Hillsborough County
sd-boynton-beach-community-redevelopment-agency,Boynton Beach Community Redevelopment Agency,special_district,Palm Beach,https://www.BoyntonBeachCRA.com,hillv@bbfl.us,(561) 600-9091,purpose=Community Redevelopment; dependent; lga=City of Boynton Beach
sd-boynton-village-community-development-district,Boynton Village Community Development District,special_district,Palm Beach,https://www.boyntonvillagecdd.net,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of Boynton Beach
sd-bradbury-community-development-district,Bradbury Community Development District,special_district,Polk,https://www.bradburycdd.com,jburns@gmscfl.com,(407) 841-5524,purpose=Community Development; independent; lga=City of Haines City
sd-braddock-lakes-community-development-district,Braddock Lakes Community Development District,special_district,Duval,http://Duebytheendofthefirstfullfiscalyearaftercreation.,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=City of Jacksonville
sd-bradenton-beach-community-redevelopment-agency,Bradenton Beach Community Redevelopment Agency,special_district,Manatee,https://www.cityofbradentonbeach.com,mayor@cityofbradentonbeach.com,(941) 778-1005,purpose=Community Redevelopment; dependent; lga=City of Bradenton Beach
sd-bradenton-community-redevelopment-agency,Bradenton Community Redevelopment Agency,special_district,Manatee,https://cityofbradenton.com/cras,karen.kyser@bradentonfl.gov,(941) 932-9440,purpose=Community Redevelopment; dependent; lga=City of Bradenton
sd-brandon-hills-special-dependent-district,Brandon Hills Special Dependent District,special_district,Hillsborough,https://BrandonHills.mydistrictwebsite.com,zcope612@gmail.com,(813) 597-9556,purpose=Neighborhood Enhancement; dependent; lga=Hillsborough County
sd-brandy-creek-community-development-district,Brandy Creek Community Development District,special_district,St. Johns,https://www.BrandyCreekCDD.com,michael.eckert@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=St. Johns County
sd-brevard-county-educational-facilities-authority,Brevard County Educational Facilities Authority,special_district,Brevard,https://www.FIT.edu,kwilliams@fit.edu,(321) 674-8837,purpose=Higher Educational Facilities Financing; dependent; lga=Brevard County
sd-brevard-county-free-public-library-district,Brevard County Free Public Library District,special_district,Brevard,https://www.brev.lib.fl.us,wbost@brev.org,(321) 633-1801,purpose=Library - Local; dependent; lga=Brevard County
sd-brevard-county-health-facilities-authority,Brevard County Health Facilities Authority,special_district,Brevard,https://www.brevardcounty.us,angela@angelaabbott.com,(321) 264-0334,purpose=Health Facilities; dependent; lga=Brevard County
sd-brevard-county-housing-finance-authority,Brevard County Housing Finance Authority,special_district,Brevard,https://www.brevardhfa.org/special-district-information,angela@angelaabbott.com,(321) 264-0334,purpose=Housing Finance; dependent; lga=Brevard County
sd-brevard-county-special-recreation-district-iv,Brevard County Special Recreation District IV,special_district,Brevard,https://www.brevardfl.gov/specialdistricts/recreationdistrictiv,ian.golden@brevardfl.gov,(321) 633-2001,purpose=Recreational Facilities / Programs; dependent; lga=Brevard County
sd-brevard-mosquito-control-district,Brevard Mosquito Control District,special_district,Brevard,https://www.brevardfl.gov/mosquitocontrol,robert.maginnis@brevardfl.gov,(321) 264-5032,purpose=Mosquito Control; dependent; lga=Brevard County
sd-brevard-soil-and-water-conservation-district,Brevard Soil and Water Conservation District,special_district,Brevard,https://brevardsoilandwater.org,c.mcmasterswcb@gmail.com,(321) 349-2328,purpose=Soil and Water Conservation; independent; lga=Brevard County
sd-bridgewalk-community-development-district,Bridgewalk Community Development District,special_district,Osceola,https://www.bridgewalkcdd.com,jcarpenter@lathamluna.com,(407) 481-5800,purpose=Community Development; independent; lga=Osceola County
sd-bridgewater-community-development-district,Bridgewater Community Development District,special_district,Polk,https://bridgewatercdd.org,jgreenwood@gms-tampa.com,,purpose=Community Development; independent; lga=City of Lakeland
sd-bridgewater-north-community-development-district,Bridgewater North Community Development District,special_district,St. Johns,https://BridgeWaterNorthCDD.org,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=St. Johns County
sd-bridgewater-of-wesley-chapel-community-development-district,Bridgewater of Wesley Chapel Community Development District,special_district,Pasco,https://www.bridgewaterofwesleychapelcdd.org,michael.eckert@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Pasco County
sd-bridle-creek-community-development-district,Bridle Creek Community Development District,special_district,Duval,http://Duebytheendofthefirstfullfiscalyearaftercreation.,brizzetta@rizzetta.com,(813) 514-0400,purpose=Community Development; independent; lga=City of Jacksonville
sd-bridlewood-of-arcadia-community-development-district,Bridlewood of Arcadia Community Development District,special_district,DeSoto,http://Duebytheendofthefirstfullfiscalyearaftercreation.,gurbancic@cyklawfirm.com,(239) 435-3535,purpose=Community Development; independent; lga=DeSoto County
sd-briger-community-development-district,Briger Community Development District,special_district,Palm Beach,https://Brigercdd.com,mpawelczyk@bclmr.com,(954) 764-7150,purpose=Community Development; independent; lga=City of West Palm Beach
sd-brighton-lakes-community-development-district,Brighton Lakes Community Development District,special_district,Osceola,https://brightonlakescdd.org,ryan.dugan@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Osceola County
sd-brightshore-community-development-district,Brightshore Community Development District,special_district,Collier,https://www.brightshorecdd.com,alyssa.willson@kutakrock.com,(850) 692-7300,purpose=Community Development; independent; lga=Collier County
sd-brightwater-community-development-district,Brightwater Community Development District,special_district,Lee,https://www.brightwatercdd.org,jvericker@srvlegal.com,(813) 223-9400,purpose=Community Development; independent; lga=Lee County
sd-brooks-of-bonita-springs-community-development-district,Brooks of Bonita Springs Community Development District,special_district,Lee,https://www.brookscdds.net,wrathellc@whhassociates.com,(561) 571-0010,purpose=Community Development; independent; lga=Lee County
